0,1
9.5912895,10.422526
37.14984,-10.028672
-7.337801,-8.365076
22.191969,25.744265
-8.7540865,1.2280394
32.136044,-10.215514
-9.009341,-5.435116
29.03111,-13.13357
21.363993,13.221624
-10.010035,-2.0465462
-8.583142,-7.5751987
1.0525538,14.1006975
-8.045094,-0.44194496
-0.15402411,-1.3587363
-11.509355,-1.4519204
9.223192,32.055153
-10.396926,4.7817116
14.828157,-11.992225
-12.681124,0.32341182
-10.382831,-0.6357184
-9.32182,5.3268414
-12.924255,-3.0044851
16.959402,-13.148849
4.388632,-4.9997077
-10.16719,-5.8064036
17.942066,-15.875952
-11.075446,-1.9381493
12.430732,23.236155
-13.08414,3.6059525
-8.436065,-1.4785074
-12.374897,-2.7760124
12.114724,-5.8124924
-13.581788,0.22490653
-8.441455,-4.3309793
-13.847064,1.5148152
5.567424,15.062037
15.5437155,25.877151
-10.982383,-3.2890701
-11.682865,-0.454089
-11.823523,-4.051855
-15.281813,0.86970377
-14.321054,-3.074637
-12.090686,-0.5794245
-11.919608,-3.972894
-11.475838,-4.6416507
-7.290712,-2.379801
6.142003,18.578856
-13.036282,-5.341475
5.87272,4.127546
-8.283077,14.466667
-15.38099,2.096375
8.346508,-8.612574
18.255434,-2.983929
-7.416579,-0.7514461
32.457756,-7.8624105
4.064674,-6.0438304
-7.8600855,-4.8473225
-14.893033,0.87081516
8.576576,21.756907
1.680459,-7.4045973
-14.505951,-2.7755692
33.116524,-14.185854
1.561087,16.298532
-1.4813831,-5.456579
-7.425607,2.4581158
-14.212776,-3.464273
12.0843315,-6.458854
-9.223372,-3.6208794
15.175325,28.504799
-9.415178,-2.881597
-9.46319,1.3012502
-4.428681,3.2422261
42.975838,-8.201003
4.9033566,14.956959
-14.391461,-4.3750443
-11.567099,-2.7998106
-2.3789616,-5.9772973
-11.820534,-2.212328
-14.273763,-3.2823913
0.9050798,15.8362875
-10.408127,-4.251089
-10.877657,5.6061134
-15.41351,-2.1574059
0.86144376,5.6045113
-1.9606612,10.156792
16.422533,-5.6039534
-14.916948,-0.50187874
-12.691798,-1.75837
-13.942417,-1.8405297
-9.035609,3.214034
-13.080906,-4.949592
1.6682097,-4.4597836
-14.845016,0.46016932
22.481085,32.795567
-13.024631,-5.268476
-9.132309,-10.063556
1.2638938,-2.6511204
-7.306422,-7.6605554
